,N_EAN13,N_MARQUE,N_SAME_PRODUCT,N_GAMME,N_RECETTES,N_ORGANIC,N_FORMAT,N_WEIGHT_num,N_EMBALLAGE,N_COMPTE,N_STD/PROMO,N_DERNIER CAM,N_CAM AN-1,N_ITEM,N_NIELSEN_DESCRIPTION,N_INITIAL_INDEX,N_CATEGORY,N_COUNT,O_EAN13,O_categories,O_ingredients,O_nutriments,O_product_name,O_manufacturing_places,O_category_properties,O_ingredients_text,O_product_name_fr,O_interface_version_modified,O_ingredients_n,O_pnns_groups_1,O_pnns_groups_2,O_cities_tags,O_compared_to_category,O_countries_hierarchy,O_salt_content,O_oil_content,O_serving_quantity,O_serving_size,O_max_salt_content,O_min_salt_content,O_max_oil_content,O_min_oil_content,O_oil_type,O_energy_100g,O_energy_kcal_100g,O_saturated_fat_100g,O_fat_100g,O_carbohydrates_100g,O_sugars_100g,O_fruits_vegetables_nuts_estimate_from_ingredients_100g,O_proteins_100g,O_sodium_100g,O_salt_100g,O_nutrition_score_fr_100g,O_fiber_100g,O_nova_group_100g,O_COUNT
1118,3038359008962,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE, NON BIO,MF,425,POT,1CT,STD,157481.40000000002,0.0,3038359008962,FECULENTS POT PANZANI SA PANZANI BOLO CLASSIQUE MF BOLOGNAISE 1CT 425G * NON BIO,1197,SAUCES POUR FECULENTS,1,3038359008962,"Epicerie, Produits à la viande, Sauces, Sauces à la viande, Sauces pour pâtes, Sauces bolognaises","['Pulpe de tomates', 'concentré de tomates', 'viande', 'eau', 'légumes', 'sel', 'suare', 'amidon transformé de mais', 'persil', 'huile de tournesol', 'arômes', 'ail', 'Pour 4 personnes 102524 12-18 325714 CONSERVATION', '56 A', 'boeuf', 'porc', 'carottes', 'oignons']","{'nova-group_serving': 4, 'salt_value': 1.1000000238419, 'fat_unit': 'g', 'proteins_value': 4.6999998092651, 'fat_value': 2.9000000953674, 'carbohydrates_value': 6.5, 'energy-kcal_unit': 'kcal', 'sugars': 5.5999999046326, 'energy-kcal_100g': 74, 'energy_value': 74, 'proteins': 4.6999998092651, 'carbohydrates_100g': 6.5, 'proteins_unit': 'g', 'salt_100g': 1.1000000238419, 'sodium_value': 0.44000000953676005, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 19.1, 'fat': 2.9000000953674, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 42, 'proteins_100g': 4.6999998092651, 'carbohydrates': 6.5, 'saturated-fat_value': 1, 'saturated-fat_unit': 'g', 'fat_100g': 2.9000000953674, 'nutrition-score-fr_100g': 2, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 1, 'saturated-fat': 1, 'sugars_value': 5.5999999046326, 'energy': 310, 'energy-kcal': 74, 'energy_100g': 310, 'salt': 1.1000000238419, 'sodium': 0.44000000953676005, 'energy-kcal_value': 74, 'nutrition-score-fr': 2, 'sodium_100g': 0.44000000953676005, 'carbon-footprint-from-known-ingredients_100g': 4.5, 'nova-group': 4, 'salt_unit': 'g', 'sugars_100g': 5.5999999046326, 'nova-group_100g': 4, 'sugars_unit': 'g'}",Sauce Bolognaise,,"{'ciqual_food_name:fr': 'Sauce tomate à la viande ou Sauce bolognaise, préemballée', 'ciqual_food_name:en': 'Tomato sauce, with meat or Bolognese sauce, prepacked'}","Pulpe de tomates et concentré de tomates (56 A), viande 16,5 % (boeuf 8,5 %, porc 8%), eau, légumes 9 % (carottes, oignons 3%), sel, suare, amidon transformé de mais, persil, huile de tournesol, arômes, ail. Pour 4 personnes 102524 12-18 325714 CONSERVATION (",Sauce Bolognaise,20150316.jqm2,18.0,Fat and sauces,Dressings and sauces,[],en:bolognese-sauces,['en:france'],"[{'text': 'sel', 'id': 'en:salt', 'percent_min': 0, 'percent_max': '9', 'vegan': 'yes', 'rank': 6, 'vegetarian': 'yes'}]","[{'vegan': 'yes', 'percent_max': 6.125, 'vegetarian': 'yes', 'text': 'huile de tournesol', 'id': 'en:sunflower-oil', 'percent_min': 0, 'from_palm_oil': 'no', 'rank': 10}]",,,9.0,0.0,6.125,0.0,huile de tournesol,310.0,74.0,1.0,2.9000000953674,6.5,5.5999999046325994,42.0,4.699999809265099,0.4400000095367601,1.1000000238418999,2.0,,4.0,1.0
1117,3038359007651,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE, NON BIO,MF,425,POT,1CT,STD,1749121.4000000004,125459.7,3038359007651,FECULENTS POT PANZANI SA PANZANI BOLO CLASSIQUE MF BOLOGNAISE 1CT 425G * NON BIO,1196,SAUCES POUR FECULENTS,1,3038359007651,"Epicerie, Produits à la viande, Sauces, Sauces à la viande, Sauces pour pâtes, Sauces bolognaises","['Pulpe de tomates', 'concentré de tomates', 'viande', 'eau', 'légumes', 'sel', 'sucre', 'amidon transformé de mais', 'persil', 'huile de tournesol', 'arômes', 'ail', 'boeuf', 'porc', 'carottes', 'oignons']","{'sodium_100g': 0.44000000000000006, 'energy-kcal_value': 77, 'nutrition-score-fr': -4, 'carbon-footprint-from-known-ingredients_100g': 245.3, 'energy': 322, 'sugars_value': 5.6, 'fiber': 1.5, 'fiber_unit': 'g', 'energy_100g': 322, 'energy-kcal': 77, 'salt': 1.1, 'sodium': 0.44000000000000006, 'proteins_serving': 4.9, 'carbon-footprint-from-known-ingredients_serving': 245, 'sugars_unit': 'g', 'fiber_serving': 1.5, 'energy_serving': 322, 'nova-group': 4, 'fiber_100g': 1.5, 'fat_serving': 3.1, 'salt_unit': 'g', 'sugars_100g': 5.6, 'saturated-fat_serving': 1, 'nova-group_100g': 4, 'proteins': 4.9, 'energy_value': 77, 'salt_serving': 1.1, 'sodium_serving': 0.44, 'proteins_unit': 'g', 'carbohydrates_100g': 6.5, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 1040, 'carbohydrates_serving': 6.5, 'salt_100g': 1.1, 'sodium_value': 0.44000000000000006, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 121, 'fat': 3.1, 'energy-kcal_serving': 77, 'fat_unit': 'g', 'nova-group_serving': 4, 'salt_value': 1.1, 'sugars': 5.6, 'energy-kcal_unit': 'kcal', 'proteins_value': 4.9, 'fat_value': 3.1, 'carbohydrates_value': 6.5, 'energy-kcal_100g': 77, 'fiber_value': 1.5, 'sugars_serving': 5.6, 'sodium_unit': 'g', 'carbohydrates_unit': 'g', 'saturated-fat_100g': 1, 'saturated-fat': 1, 'nutrition-score-fr_serving': -4, 'proteins_100g': 4.9, 'carbohydrates': 6.5, 'saturated-fat_unit': 'g', 'saturated-fat_value': 1, 'nutrition-score-fr_100g': -4, 'fat_100g': 3.1}",Bolognaise classique,,"{'ciqual_food_name:fr': 'Sauce tomate à la viande ou Sauce bolognaise, préemballée', 'ciqual_food_name:en': 'Tomato sauce, with meat or Bolognese sauce, prepacked'}","Pulpe de tomates et concentré de tomates (56 %), viande 17,5 % (boeuf 9%, porc 8,5%), eau, légumes 9 % (carottes, oignons 3%), sel, sucre, amidon transformé de mais, persil, huile de tournesol, arômes, ail.",Bolognaise classique,20150316.jqm2,16.0,Fat and sauces,Dressings and sauces,[],en:bolognese-sauces,['en:france'],"[{'vegetarian': 'yes', 'rank': 6, 'vegan': 'yes', 'id': 'en:salt', 'text': 'sel'}]","[{'rank': 10, 'vegan': 'yes', 'vegetarian': 'yes', 'from_palm_oil': 'no', 'text': 'huile de tournesol', 'id': 'en:sunflower-oil'}]",100.0,100g,0.0,0.0,0.0,0.0,,322.0,77.0,1.0,3.1,6.5,5.6,121.0,4.9,0.4400000000000001,1.1,-4.0,1.5,4.0,1.0
1116,3038359000843,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE, NON BIO,MF,425,POT,1CT,STD,691063.4,2462834.8,3038359000843,FECULENTS POT PANZANI SA PANZANI BOLO CLASSIQUE MF BOLOGNAISE 1CT 425G * NON BIO,1195,SAUCES POUR FECULENTS,1,3038359000843,"Epicerie, Produits à la viande, Sauces, Sauces tomate, Sauces à la viande, Sauces pour pâtes, Sauces bolognaises","['Pulpe de tomate', 'concentré de tomate', 'viande', 'eau', 'légumes', 'sel', 'sucre', 'amidon transformé', 'plante aromatique', 'arômes', 'huile de tournesol', 'ail', 'bœuf cuit', 'porc', 'oignons', 'carottes']","{'energy-kcal_100g': 77, 'carbohydrates_value': 6.5, 'fat_value': 3.1, 'proteins_value': 4.9, 'energy-kcal_unit': 'kcal', 'sugars': 5.6, 'salt_value': 1.1, 'nova-group_serving': 4, 'fat_unit': '', 'fat': 3.1, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 54, 'salt_100g': 1.1, 'sodium_value': 0.44000000000000006, 'carbon-footprint-from-meat-or-fish_100g': 340.09999999999997, 'carbon-footprint-from-known-ingredients_product': 2110, 'energy_unit': 'kcal', 'carbohydrates_100g': 6.5, 'proteins_unit': '', 'energy_value': 77, 'proteins': 4.9, 'fat_100g': 3.1, 'nutrition-score-fr_100g': 1, 'saturated-fat_value': 1, 'saturated-fat_unit': '', 'carbohydrates': 6.5, 'proteins_100g': 4.9, 'nutrition-score-fr_serving': 1, 'saturated-fat': 1, 'carbon-footprint-from-meat-or-fish_product': 1450, 'carbohydrates_unit': '', 'saturated-fat_100g': 1, 'sodium_unit': 'g', 'sodium': 0.44000000000000006, 'salt': 1.1, 'energy-kcal': 77, 'energy_100g': 322, 'sugars_value': 5.6, 'energy': 322, 'carbon-footprint-from-known-ingredients_100g': 496.69999999999993, 'sodium_100g': 0.44000000000000006, 'nutrition-score-fr': 1, 'energy-kcal_value': 77, 'nova-group_100g': 4, 'salt_unit': '', 'sugars_100g': 5.6, 'nova-group': 4, 'sugars_unit': ''}",Sauce bolognaise,,"{'ciqual_food_name:fr': 'Sauce tomate à la viande ou Sauce bolognaise, préemballée', 'ciqual_food_name:en': 'Tomato sauce, with meat or Bolognese sauce, prepacked'}","Pulpe de tomate et concentré de tomate 54%, viande 18,5% (bœuf cuit 9.5%, porc), eau, légumes (oignons, carottes), sel, sucre, amidon transformé, plante aromatique, arômes, huile de tournesol, ail.",Sauce bolognaise,20150316.jqm2,16.0,Fat and sauces,Dressings and sauces,[],en:bolognese-sauces,['en:france'],"[{'rank': 6, 'vegan': 'yes', 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}]","[{'id': 'en:sunflower-oil', 'text': 'huile de tournesol', 'vegetarian': 'yes', 'vegan': 'yes', 'rank': 11, 'from_palm_oil': 'no'}]",,,0.0,0.0,0.0,0.0,,322.0,77.0,1.0,3.1,6.5,5.6,54.0,4.9,0.4400000000000001,1.1,1.0,,4.0,1.0
1113,3038359004575,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE, NON BIO,GF,600,POT,1CT,STD,8255.6,2229658.7,3038359004575,FECULENTS POT PANZANI SA PANZANI BOLO CLASSIQUE GF BOLOGNAISE 1CT 600G * NON BIO,1192,SAUCES POUR FECULENTS,1,3038359004575,"Epicerie, Produits à la viande, Sauces, Sauces à la viande, Sauces pour pâtes, Sauces bolognaises","['Pulpe de tomates', 'concentré de tomates', 'viande', 'eau', 'légumes oignons', 'carottes', 'sel', 'sucre', 'amidon transformé de maïs', 'persil', 'huile de tournesol', 'arômes', 'ail', 'bœuf cuit', 'porc']","{'sodium_unit': 'g', 'carbohydrates_unit': '', 'saturated-fat_100g': 0.9, 'carbon-footprint-from-meat-or-fish_product': 1930, 'saturated-fat': 0.9, 'nutrition-score-fr_serving': -2, 'proteins_100g': 4.6, 'carbohydrates': 7.1, 'saturated-fat_unit': '', 'saturated-fat_value': 0.9, 'nutrition-score-fr_100g': -2, 'fat_100g': 2.4, 'proteins': 4.6, 'energy_value': 70, 'proteins_unit': '', 'carbohydrates_100g': 7.1, 'carbon-footprint-from-known-ingredients_product': 3350, 'carbon-footprint-from-meat-or-fish_100g': 322.2, 'energy_unit': 'kcal', 'salt_100g': 1.16, 'sodium_value': 0.46399999999999997, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 110, 'fat': 2.4, 'fat_unit': '', 'salt_value': 1.16, 'nova-group_serving': 4, 'energy-kcal_unit': 'kcal', 'sugars': 5.1, 'carbohydrates_value': 7.1, 'proteins_value': 4.6, 'fat_value': 2.4, 'energy-kcal_100g': 70, 'fiber_value': 1, 'sugars_unit': '', 'nova-group': 4, 'fiber_100g': 1, 'salt_unit': '', 'sugars_100g': 5.1, 'nova-group_100g': 4, 'nutrition-score-fr': -2, 'sodium_100g': 0.46399999999999997, 'energy-kcal_value': 70, 'carbon-footprint-from-known-ingredients_100g': 558.7, 'energy': 293, 'sugars_value': 5.1, 'fiber': 1, 'fiber_unit': 'g', 'energy-kcal': 70, 'energy_100g': 293, 'salt': 1.16, 'sodium': 0.46399999999999997}",Bolognaise,,"{'ciqual_food_name:fr': 'Sauce tomate à la viande ou Sauce bolognaise, préemballée', 'ciqual_food_name:en': 'Tomato sauce, with meat or Bolognese sauce, prepacked'}","Pulpe de tomates et concentré de tomates (55%), viande 17,5% (bœuf cuit 9%, porc), eau, légumes oignons, carottes), sel, sucre, amidon transformé de maïs, persil, huile de tournesol, arômes, ail.",Bolognaise,20150316.jqm2,15.0,Fat and sauces,Dressings and sauces,[],en:bolognese-sauces,['en:france'],"[{'rank': 7, 'vegan': 'yes', 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}]","[{'from_palm_oil': 'no', 'vegetarian': 'yes', 'vegan': 'yes', 'rank': 11, 'id': 'en:sunflower-oil', 'text': 'huile de tournesol'}]",,,0.0,0.0,0.0,0.0,,293.0,70.0,0.9,2.4,7.1,5.1,110.0,4.6,0.464,1.16,-2.0,1.0,4.0,1.0
1140,3038354190150,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE,* not found,PF,0,POT,3CT,PROMO,22.0,175.1,3038354190150,POT PANZANI SA PANZANI BOLO CLASSIQUE PF BOLOGNAISE 3CT 210G PK1 NON BIO,1219,SAUCES POUR FECULENTS,1,3038354190150,,[],{},,,{},,,20150316.jqm2,,unknown,unknown,[],,['en:france'],[],[],,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0
1147,3038354193007,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE, NON BIO,TGF,800,POT,1CT,STD,41788.0,861554.5,3038354193007,POT PANZANI SA PANZANI BOLO CLASSIQUE TGF BOLOGNAISE 1CT 800G * NON BIO,1226,SAUCES POUR FECULENTS,1,3038354193007,"Epicerie, Produits à la viande, Sauces, Sauces à la viande, Sauces pour pâtes, Sauces bolognaises","['Pulpe de tomates', 'concentré de tomates', 'viande', 'eau', 'légumes', 'sucre', 'sel', 'arômes', 'amidon transformé de maïs', 'persil', 'huile de tournesol', 'ail', 'boeuf', 'porc', 'carottes', 'oignons', '_céleri _', '_lait_']","{'sodium_unit': 'g', 'saturated-fat_100g': 1, 'carbohydrates_unit': 'g', 'saturated-fat': 1, 'nutrition-score-fr_serving': -1, 'proteins_100g': 5.1, 'carbohydrates': 6.8, 'saturated-fat_value': 1, 'saturated-fat_unit': 'g', 'fat_100g': 3.1, 'nutrition-score-fr_100g': -1, 'energy_value': 79, 'proteins': 5.1, 'carbohydrates_100g': 6.8, 'proteins_unit': 'g', 'salt_100g': 1.1, 'sodium_value': 0.44000000000000006, 'energy_unit': 'kcal', 'carbon-footprint-from-known-ingredients_product': 1320, 'fat': 3.1, 'fruits-vegetables-nuts-estimate-from-ingredients_100g': 65.5, 'salt_value': 1.1, 'nova-group_serving': 4, 'fat_unit': 'g', 'fat_value': 3.1, 'proteins_value': 5.1, 'carbohydrates_value': 6.8, 'sugars': 5.9, 'energy-kcal_unit': 'kcal', 'energy-kcal_100g': 79, 'fiber_value': 1.5, 'sugars_unit': 'g', 'nova-group': 4, 'fiber_100g': 1.5, 'sugars_100g': 5.9, 'salt_unit': 'g', 'nova-group_100g': 4, 'sodium_100g': 0.44000000000000006, 'nutrition-score-fr': -1, 'energy-kcal_value': 79, 'carbon-footprint-from-known-ingredients_100g': 165.25, 'fiber_unit': 'g', 'fiber': 1.5, 'energy': 331, 'sugars_value': 5.9, 'energy-kcal': 79, 'energy_100g': 331, 'salt': 1.1, 'sodium': 0.44000000000000006}",Sauce pour pâtes - Bolognaise,,"{'ciqual_food_name:fr': 'Sauce tomate à la viande ou Sauce bolognaise, préemballée', 'ciqual_food_name:en': 'Tomato sauce, with meat or Bolognese sauce, prepacked'}","Pulpe de tomates et concentré de tomates 56%, viande 17,5% (boeuf 9%, porc), eau, légumes 9,5% (carottes, oignons, _céleri _), sucre, sel, arômes (_lait_), amidon transformé de maïs, persil, huile de tournesol, ail.",Sauce pour pâtes - Bolognaise,20150316.jqm2,18.0,Fat and sauces,Dressings and sauces,[],en:bolognese-sauces,['en:france'],"[{'vegan': 'yes', 'rank': 7, 'vegetarian': 'yes', 'text': 'sel', 'id': 'en:salt'}]","[{'from_palm_oil': 'no', 'rank': 11, 'vegan': 'yes', 'vegetarian': 'yes', 'text': 'huile de tournesol', 'id': 'en:sunflower-oil'}]",,,0.0,0.0,0.0,0.0,,331.0,79.0,1.0,3.1,6.8,5.9,65.5,5.1,0.4400000000000001,1.1,-1.0,1.5,4.0,1.0
1111,3038354192208,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE, NON BIO,GF,600,POT,1CT,STD,0.0,0.0,3038354192208,FECULENTS POT PANZANI SA PANZANI BOLO CLASSIQUE GF BOLOGNAISE 1CT 600G * NON BIO,1190,SAUCES POUR FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,3038359004162,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE,* not found,MF,0,POT,2CT,PROMO,1330.3,206390.2,3038359004162,POT PANZANI SA PANZANI BOLO CLASSIQUE MF BOLOGNAISE 2CT 500G OFFRE ECO NON BIO,1201,SAUCES POUR FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,3038352871334,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE,* not found,MF,0,POT,3CT,PROMO,0.0,34.4,3038352871334,POT PANZANI SA PANZANI BOLO CLASSIQUE MF BOLOGNAISE 3CT 425G OFFRE ECO NON BIO,1203,SAUCES POUR FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,3038354197500,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE, NON BIO,PF,210,POT,2CT,PROMO,0.4,8.500000000000002,3038354197500BP1,FECULENTS POT PANZANI SA PANZANI BOLO CLASSIQUE PF BOLOGNAISE 2CT 210G * NON BIO,1211,SAUCES POUR FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,3038354197104,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE, NON BIO,PF,210,POT,2CT,PROMO,0.8,24.5,3038354197104BP1,FECULENTS POT PANZANI SA PANZANI BOLO CLASSIQUE PF BOLOGNAISE 2CT 210G * NON BIO,1212,SAUCES POUR FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,3038354190181,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE,* not found,PF,0,POT,2CT,PROMO,0.4,5.4,3038354190181,POT PANZANI SA PANZANI BOLO CLASSIQUE PF BOLOGNAISE 2CT 210G OFFRE ECO NON BIO,1215,SAUCES POUR FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,3038359004643,PANZANI,"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",BOLO CLASSIQUE,BOLOGNAISE,* not found,PF,0,POT,2CT,PROMO,11.3,13.4,3038359004643,POT PANZANI SA PANZANI BOLO CLASSIQUE PF BOLOGNAISE 2CT 210G OFFRE ECO NON BIO,1216,SAUCES POUR FECULENTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
