N_SAME_PRODUCT,N_COUNT,O_COUNT,MISSING_COUNT,N_DERNIER CAM,N_CAM AN-1
"PANZANI, LEGUMES, PROVENCALE, POT, ",17,10.0,7,4905419.6000000015,4747571.5
"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",26,19.0,7,4899534.700000001,8800759.400000002
"PANZANI, LEGUMES, PT LEGUME, TUB, ",6,6.0,0,3071093.9000000004,3081322.400000001
"PANZANI, LEGUMES, TOMATE CUI, POT, ",11,10.0,1,2670954.1000000006,2632010.4
"ZAPETTI BUITONI, BOLO CLASSIQUE, ITALIEN, BTE FER, ",11,7.0,4,2418763.9000000004,2392954.5
"HEINZ, LEGUMES, AIL OIGNON, BRIC, ",8,3.0,5,2325710.4000000004,2085754.5
"PANZANI, LEGUMES, TOMATES BASILIC, POT, ",9,4.0,5,2026021.2000000002,1796281.9
"PANZANI, BOLO CLASSIQUE, BOLOGNAISE PUR BOEUF, POT, ",8,6.0,2,1923095.6000000006,79428.09999999999
"BARILLA, LEGUMES, BASILIC, POT, ",9,7.0,2,1746062.1999999997,1792045.7999999998
"PANZANI, BOLO CLASSIQUE, BOLOGNAISE EXTRA RICHE, POT, ",3,3.0,0,1203024.0,1155079.5999999999
"PANZANI, LEGUMES, TOM FRAICH, BTE FER, ",3,2.0,1,1138381.1,1199943.5
"BARILLA, PESTO, PESTO VERD, POT, ",4,3.0,1,1065922.7,949657.4
"BARILLA, PESTO, PESTO RGE, POT, ",2,2.0,0,1004482.6,875035.7
"BARILLA, BOLO CLASSIQUE, BOLOGNAISE, POT, ",7,4.0,3,956457.4999999999,922002.7999999999
"BARILLA, LEGUMES, PROVENCALE, POT, ",3,3.0,0,951896.6,861554.0
"BARILLA, LEGUMES, ARRABIATA, POT, ",6,4.0,2,878142.3999999999,760727.1000000001
"ZAPETTI BUITONI, LEGUMES, H OLIVE, BTE FER, ",3,3.0,0,803789.5,795268.3999999999
"PANZANI, PESTO, PESTO VERD, POT, ",3,2.0,1,693695.3000000003,617756.7000000001
"PANZANI, BOLO BALLS, NATURE, POT, ",3,2.0,1,670035.2000000001,767792.1
"BARILLA, LEGUMES, TOMATE CUI, POT, ",2,2.0,0,581389.5,344266.2
"PANZANI, LEGUMES, OLIV BASIL, POT, ",5,4.0,1,541059.2,575318.7000000001
"PANZANI, CREME, CARBONARA, POT, ",1,1.0,0,501772.9000000001,458855.5
"PANZANI, LEGUMES, OIGNONS ET AIL, TUB, ",1,1.0,0,474875.3,472721.1
"BARILLA, LEGUMES, OLIVE, POT, ",5,3.0,2,456324.39999999997,490184.60000000015
"PANZANI, BOLO ORIGINALE, BOLOG CHAMP, POT, ",3,2.0,1,434736.49999999994,429156.0
"PANZANI, CREME, 4FROMAGES, POT, ",1,1.0,0,400824.6,375388.20000000007
"PANZANI, BOLO ORIGINALE, BOLOG EPIC, POT, ",1,1.0,0,397852.50000000006,357360.29999999993
"PANZANI, BIO, BOLOGNAISE BIO, POT, ",1,1.0,0,374879.29999999993,173489.0
"BARILLA, BOLO CLASSIQUE, BOLOGNAISE EXTRA RICHE, POT, ",1,1.0,0,366599.8000000001,329660.60000000003
"SACLA, LEGUMES, ARRABIATA, POT, ",5,4.0,1,357320.69999999995,321743.9
"JARDIN BIO, BIO, BASILIC, POT, ",6,4.0,2,317772.60000000003,262875.4
"PANZANI, BOLO ORIGINALE, BOLOG POULET, POT, ",3,2.0,1,299620.10000000003,315355.9
"PANZANI, LEGUMES, BOLET CEPE, POT, ",2,2.0,0,285963.8,349398.0
"BARILLA, PESTO, BASILIC & ROQUETTE, POT, ",2,1.0,1,280941.3,217395.9
"BARILLA, LEGUMES, NAPOLITAIN, POT, ",1,1.0,0,278342.2,259009.1
"JARDIN BIO, BIO, PROVENCALE, POT, ",4,3.0,1,277924.3,258543.90000000005
"ZAPETTI BUITONI, AUT VIANDE, VDE ROTI, BTE FER, ",6,2.0,4,276734.30000000005,145420.3
"MQ FAB 1 PRX, BOLO CLASSIQUE, BOLOGNAISE, POT, ",2,2.0,0,255187.19999999998,218516.20000000007
"PANZANI, LEGUMES, OIGNONS ET AIL, BRIC, ",1,1.0,0,232855.6,249598.8
"PANZANI, QUALITE FRAICHEMENT CUISINEE, TOMATE CUI, POT, ",1,1.0,0,225004.8,257906.3
"PANZANI, QUALITE FRAICHEMENT CUISINEE, BASILIC, POT, ",1,1.0,0,194553.1,210550.5
"BARILLA, LEGUMES, RICOTTA, POT, ",3,2.0,1,186470.0,204307.69999999998
"SACLA, LEGUMES, CAVIAR TOM, POT, ",2,2.0,0,172368.3,205334.39999999994
"AUT MQ, BOLO CLASSIQUE, BOLOGNAISE, POT, ",32,17.0,15,168415.00000000003,99866.9
"SACLA, PESTO, PESTO VERD, POT, ",5,5.0,0,148805.40000000002,157983.6
"BARILLA, BOLO CLASSIQUE, BOLOGNESE FROMAGE ITALIEN, POT, ",1,1.0,0,143275.2,137522.4
"SACLA, LEGUMES, POIV AUBER, POT, ",4,4.0,0,142480.5,156394.69999999998
"BARILLA, BIO, BASILIC, POT, ",1,1.0,0,136018.0,64520.10000000001
"BARILLA, BIO, PESTO VERD, POT, ",1,1.0,0,133929.4,59795.3
"SACLA, LEGUMES, TOM OLIVE, POT, ",3,3.0,0,124890.79999999999,174739.2
"PANZANI, A CUISINER, RISOTTO CHAMP, POT, ",2,2.0,0,124085.09999999999,137207.00000000003
"PANZANI, BIO, PT LEGUMES BIO, TUB, ",1,1.0,0,120185.5,9211.2
"PANZANI, BIO, PROVENCALE, POT, ",1,1.0,0,118524.3,93335.4
"ZAKIA, BOLO CLASSIQUE, BOLOGNAISE, POT, ",1,1.0,0,107719.9,113833.5
"PANZANI, QUALITE FRAICHEMENT CUISINEE, PROVENCALE, POT, ",1,1.0,0,105063.8,130695.1
"MQ FAB 1 PRX, LEGUMES, NAPOLITAIN, POT, ",1,1.0,0,104411.5,114158.2
"ZAPETTI BUITONI, LEGUMES, PROVENC LANGUE, BTE FER, ",5,3.0,2,100041.50000000003,101208.59999999999
"HEINZ, LEGUMES, AIL OIGNON SS SUCRES/SEL, BRIC, ",1,1.0,0,98048.4,71027.7
"SACLA, LEGUMES, TOM CE BAS, POT, ",2,1.0,1,95556.8,104889.3
"AUT MQ, LEGUMES, NATURE, POT, ",19,16.0,3,95229.0,95189.4
"HEINZ, LEGUMES, BASILIC, POT, ",5,5.0,0,88404.2,231320.8
"AUT MQ, LEGUMES, BASILIC, POT, ",45,35.0,10,87811.19999999998,84480.8
"MQ FAB 1 PRX, LEGUMES, TOMATE CUISINEE AUX PETITS LEG, POT, ",1,1.0,0,85290.40000000001,76019.40000000001
"HEINZ, LEGUMES, PROVENCALE, POT, ",5,5.0,0,84232.00000000001,195426.2
"PANZANI, BOLO CLASSIQUE, BOLOGNAISE, BTE FER, ",3,2.0,1,83367.6,149684.4
"PANZANI, PESTO, PESTO RGE, POT, ",2,1.0,1,83128.40000000002,58489.6
"PANZANI, BOLO VEGETARIENNE, VEGETARIENNE FACON BOLOGNAISE, POT, ",1,1.0,0,82300.29999999999,68269.2
"BARILLA, LEGUMES, AIL & FINE HERBES, POT, ",1,1.0,0,80507.90000000001,119697.8
"JARDIN BIO, BIO, NAPOLITAIN, POT, ",1,1.0,0,79191.10000000003,69275.90000000001
"PANZANI, BIO, TOMATE CUI, POT, ",1,1.0,0,76885.5,60255.2
"HEINZ, BIO, AIL OIGNON, POT, ",1,1.0,0,76436.8,110791.4
"ZAPETTI BUITONI, LEGUMES, TOMATE CUI, BRIC, ",1,1.0,0,72368.1,125395.7
"BARILLA, LEGUMES, TOM CE NAP, POT, ",1,1.0,0,72069.3,85149.80000000003
"HEINZ, BOLO ORIGINALE, CHORIZO, POT, ",4,4.0,0,64397.700000000004,29189.9
"PANZANI, BOLO ORIGINALE, 3POIVRES, POT, ",2,2.0,0,63884.0,97970.40000000001
"JARDIN BIO, BIO, BOLOGNAISE, POT, ",2,1.0,1,61432.49999999999,56403.30000000001
"SACLA, PESTO, PESTO RGE, POT, ",2,2.0,0,61009.6,62875.3
"HEINZ, BOLO CLASSIQUE, BOLOGNAISE RICHE EN LEGUMES, POT, ",4,4.0,0,59433.299999999996,22771.199999999997
"JARDIN BIO, BIO, OLIVE, POT, ",1,1.0,0,58539.8,52088.99999999999
"MQ FAB 1 PRX, LEGUMES, NATURE, BTE FER, ",1,1.0,0,57786.4,62451.2
"HEINZ, LEGUMES, POIVRONS GRILLES & FORMAGE ITA, POT, ",7,6.0,1,57036.200000000004,129830.4
"BARILLA, PESTO, PESTO VEGAN, POT, ",1,1.0,0,54922.0,40587.2
"HEINZ, BOLO CLASSIQUE, BOLOGNAISE, POT, ",2,2.0,0,53283.700000000004,12590.9
"HEINZ, BOLO CLASSIQUE, BOLOGNAISE RICHE EN BOEUF, POT, ",3,3.0,0,52606.50000000001,20748.5
"PANZANI, BOLO ORIGINALE, BOLOGNAISE EMMENTAL, POT, ",3,2.0,1,49184.9,192252.39999999997
"SACLA, PESTO, PESTO AIL OURS, POT, ",1,1.0,0,47810.7,42038.2
"PANZANI, BOLO ORIGINALE, BOURGUIGNO, POT, ",2,2.0,0,47752.40000000001,93160.79999999999
"SACLA, BIO, GENOVESE BIO, POT, ",3,3.0,0,44749.8,37480.8
"AUT MQ, SCE CLAS, CURRY INDIENNE COCO & CACAHUET, POT, ",2,2.0,0,43118.9,40692.1
"PANZANI, PESTO, PESTO VERD, TUB, ",1,1.0,0,40184.2,38791.7
"FLORELLI, PESTO, PESTO VERD, POT, ",2,2.0,0,40115.10000000001,41570.0
"BARILLA, LEGUMES, ZUCCHINE & LEGUMES GRILLES, POT, ",1,1.0,0,37100.3,24205.6
"HEINZ, LEGUMES, ARRABIATA, POT, ",6,5.0,1,35924.6,135985.4
"ZAKIA, LEGUMES, TOMATE PIMENTE, TUB, ",1,1.0,0,35677.899999999994,21058.2
"BARILLA, PESTO, PESTO RUSTICO BASILICO & ZUCCH, POT, ",1,1.0,0,34750.700000000004,0.0
"AUT MQ, SCE CLAS, SWEET CHILLI, FLA PLAS, ",1,1.0,0,34050.6,28921.3
"OLD EL PASO, LEGUMES, SALSA, POT, ",2,2.0,0,34006.7,41380.7
"JARDIN BIO, BIO, ARRABIATA, POT, ",1,1.0,0,33988.3,26481.5
"AUT MQ, SCE CLAS, CURRY INDIENNE TIKKA MASALA EP, POT, ",1,1.0,0,33650.3,30960.599999999995
"AUT MQ, LEGUMES, ARRABIATA, POT, ",30,24.0,6,31511.600000000002,30837.299999999996
"SACLA, LEGUMES, AUBERGINE, POT, ",1,1.0,0,31401.4,30293.8
"BARILLA, PESTO, PESTO RUSTICO TOMATES SECHEES, POT, ",1,1.0,0,30654.800000000007,58159.2
"LUCIEN GEORGELIN, LEGUMES, AIL OIGNON, POT, ",2,2.0,0,30049.399999999998,15322.2
"LUCIEN GEORGELIN, LEGUMES, PIMENT D'ESPELETTE, POT, ",2,2.0,0,29904.200000000008,17510.399999999998
"PANZANI, QUALITE FRAICHEMENT CUISINEE, PIMENT D'ESPELETTE, POT, ",1,1.0,0,29554.8,32592.6
"LUCIEN GEORGELIN, LEGUMES, BASILIC, POT, ",4,3.0,1,28261.699999999997,20739.8
"SACLA, LEGUMES, GORG OIG DX, POT, ",1,1.0,0,27603.8,27253.0
"LUCIEN GEORGELIN, LEGUMES, TOMATE DE MARMANDE, POT, ",2,2.0,0,27573.2,14181.9
"RUMMO, LEGUMES, BASILIC, POT, ",1,1.0,0,27376.5,25527.3
"PANZANI, PESTO, PESTO POIV, POT, ",1,1.0,0,25661.7,29105.4
"CIRIO, LEGUMES, PETIT LEGUMES & PARMESAN, TUB, ",1,1.0,0,25157.2,21160.0
"PANZANI, LEGUMES, BASILIC, POT, ",4,3.0,1,24937.6,10807.5
"BARILLA, BOLO VEGETARIENNE, BOLOGNESE SOJA, POT, ",1,1.0,0,24506.7,21552.3
"BARILLA, PESTO, PESTO RUSTICO POMODORI SECCHI, POT, ",1,1.0,0,24299.6,0.0
"ITALIANS DO IT BETTER, LEGUMES, BASILIC FRAIS, POT, ",3,3.0,0,24015.300000000003,20297.6
"MQ FAB 1 PRX, LEGUMES, PT LEGUME, TUB, ",1,1.0,0,23779.9,22406.8
"JARDIN BIO, BIO, TOMATE CUI, POT, ",1,1.0,0,22838.7,0.0
"AUT MQ, SCE CLAS, AJI PANCA CHILI, POT, ",2,2.0,0,22061.100000000006,49547.6
"FLORELLI, PESTO, PESTO RGE, POT, ",2,2.0,0,21767.8,23712.7
"ZAPETTI BUITONI, LEGUMES, TOMATE CUI, DOY PAC, ",1,1.0,0,21583.2,13926.199999999995
"HEINZ, LEGUMES, MEDITERRAN, POT, ",4,4.0,0,21393.4,74569.40000000001
"SACLA, BIO, ARRABIATA, POT, ",2,2.0,0,21239.9,18922.3
"AUT MQ, PESTO, PESTO VERD, POT, ",47,24.0,23,21023.800000000003,24861.899999999998
"SACLA, LEGUMES, TOMATES CERISES EN RONDELLES P, POT, ",1,1.0,0,20880.800000000007,23105.7
"FLORELLI, PESTO, LE PESTO ALLA CALABRESE POIVRO, POT, ",1,1.0,0,19682.6,17717.899999999998
"AUT MQ, SCE CLAS, CRANBERRY BBQ, POT, ",1,1.0,0,19477.2,44847.00000000001
"ZAPETTI BUITONI, BOLO CLASSIQUE, BOLOGNAISE, POT, ",10,4.0,6,19123.6,115432.8
"SACLA, LEGUMES, CAVIAR DE TOMATES A L'AIL, POT, ",2,2.0,0,19006.0,1481.6999999999996
"RUMMO, PESTO, PESTO RGE, POT, ",1,1.0,0,18960.6,15942.6
"SACLA, LEGUMES, TOM ROQUET, POT, ",1,1.0,0,18906.0,18801.8
"SACLA, BIO, PARMESAN, POT, ",1,1.0,0,18864.5,46585.2
"PANZANI, LEGUMES, TOM CUI A L'ORIGAN, TUB, ",1,1.0,0,18628.1,2111.9
"RUMMO, PESTO, PESTO VERD, POT, ",1,1.0,0,18103.3,14635.2
"AUT MQ, LEGUMES, BASILIC, BTE FER, ",1,1.0,0,17683.7,16909.600000000002
"RUMMO, LEGUMES, ARRABIATA, POT, ",1,1.0,0,17549.6,16422.100000000002
"FLORELLI, PESTO, LE PESTO ALLA CALABRESE TOMATE, POT, ",1,1.0,0,17485.100000000002,16343.9
"AUT MQ, LEGUMES, TOMATE CUI, POT, ",5,3.0,2,17169.6,23155.199999999997
"SACLA, PESTO, PESTO TRUFFE NR, POT, ",1,1.0,0,17051.3,15615.499999999998
"SACLA, BIO, TOM SECH AIL, POT, ",1,1.0,0,16936.8,17739.5
"SACLA, BIO, BASILIC, POT, ",1,1.0,0,16796.7,17229.0
"ITALIANS DO IT BETTER, PESTO, PARMIGIANO REGGIANO & PESTO BA, POT, ",1,1.0,0,16224.6,12112.4
"SACLA, LEGUMES, BURRATA, POT, ",1,1.0,0,16095.7,16968.8
"LUCIEN GEORGELIN, BIO, NATURE, POT, ",1,1.0,0,16037.600000000002,1537.8
"LUCIEN GEORGELIN, BIO, BASILIC, POT, ",1,1.0,0,15888.1,1628.4
"SACLA, BIO, OLIVE, POT, ",2,2.0,0,15831.5,6823.2
"RUMMO, BOLO CLASSIQUE, BOLOGNAISE, POT, ",1,1.0,0,15400.700000000004,13693.6
"BARILLA, PESTO, PESTO TOM SECHE, POT, ",1,1.0,0,14894.999999999998,17441.8
"FLORELLI, LEGUMES, ARRABIATA, POT, ",2,2.0,0,14884.199999999999,18077.6
"SACLA, BIO, BOLOGNAISE, POT, ",1,1.0,0,14729.1,21735.8
"AUT MQ, LEGUMES, OLIVE, POT, ",11,7.0,4,14668.400000000001,13612.7
"SACLA, LEGUMES, POIV FIG NOIS, POT, ",1,1.0,0,14579.1,17704.800000000007
"PANZANI, PESTO, PIGNONS ENTIER, POT, ",1,1.0,0,14048.8,34842.0
"HEINZ, PESTO, PESTO RGE, POT, ",3,2.0,1,13213.5,52605.5
"AUT MQ, LEGUMES, MARINARA, POT, ",4,2.0,2,13033.400000000001,2343.2999999999997
"JARDIN BIO, BIO, BASILIC PROTEINES DE SOJA, POT, ",1,1.0,0,12757.999999999998,10943.099999999997
"CIRIO, LEGUMES, BASILIC, POT, ",1,1.0,0,12440.3,16531.6
"VICTORIA, PESTO, PESTO VERD, POT, ",1,1.0,0,12215.0,7440.5999999999985
"LUCIEN GEORGELIN, BIO, AIL OIGNON, POT, ",1,1.0,0,12029.9,1616.4
"CIRIO, LEGUMES, ARRABIATA, POT, ",1,1.0,0,11871.2,16159.6
"RUMMO, BOLO VEGETARIENNE, BOLOGNESE VEGETALE, POT, ",1,1.0,0,11689.8,5670.7
"SACLA, PESTO, PESTO ROSSO PECORINO ROMANO &, POT, ",1,1.0,0,11540.7,4785.9000000000015
"ZAPETTI BUITONI, BIO, NATURE, BTE FER, ",1,1.0,0,11352.100000000002,0.0
"FLORELLI, LEGUMES, PARMESAN, POT, ",1,1.0,0,11200.399999999998,10147.6
"BARILLA, PESTO, PESTO RUSTICO LEGUMES MEDITERA, POT, ",1,1.0,0,11106.0,24147.6
"AUT MQ, BIO, ARRABIATA, POT, ",9,8.0,1,10929.800000000001,10020.300000000003
"RIVOIRE & CARRET, PESTO, PESTO VERT, POT, ",1,1.0,0,10873.6,5278.9
"SACLA, LEGUMES, TOMATES CERISES EN RONDELLES R, POT, ",1,1.0,0,10809.4,9517.1
"PANZANI, LEGUMES, NAPOLITAIN, POT, ",1,1.0,0,10594.7,49873.1
"JARDIN BIO, BIO, AIL & PERSIL PROTEINES DE SOJA, POT, ",1,1.0,0,10506.0,10388.2
"FLORELLI, LEGUMES, TOM CERISE, POT, ",1,1.0,0,10400.1,10739.600000000002
"SACLA, LEGUMES, POIV MOZZA, POT, ",1,1.0,0,10386.5,9127.4
"AUT MQ, BIO, BASILIC, POT, ",12,9.0,3,10217.700000000004,3288.5000000000005
"AUT MQ, PESTO, PESTO RGE, POT, ",20,14.0,6,10183.1,13165.500000000002
"CIRIO, BOLO CLASSIQUE, RAGU BOLOGNESE, POT, ",1,1.0,0,10175.9,17344.8
"SACLA, BIO, PESTO GENOVESE TOFU, POT, ",1,1.0,0,10052.4,10811.8
"FLORELLI, LEGUMES, BASILIC, POT, ",2,2.0,0,10024.4,14739.899999999996
"ZAPETTI BUITONI, BIO, BOLOGNAISE, BTE FER, ",1,1.0,0,9945.1,0.0
"BARILLA, PESTO, PESTO RUSTICO MEDITERRANEO, POT, ",1,1.0,0,9936.399999999998,0.0
"SACLA, LEGUMES, SALSICCIA, POT, ",1,1.0,0,9917.8,5737.500000000001
"FLORELLI, LEGUMES, TOM SECHE, POT, ",2,2.0,0,9879.8,16114.2
"FLORELLI, LEGUMES, AUBER RICO, POT, ",2,2.0,0,9770.599999999999,11631.3
"AUT MQ, SCE CLAS, HARISSA & PIMENTS, FLA PLAS, ",1,1.0,0,9467.5,10632.8
"LUCIEN GEORGELIN, BIO, PIMENT D'ESPELETTE, POT, ",1,1.0,0,9381.3,1276.1999999999996
"CIRIO, LEGUMES, NAPOLITAIN, POT, ",1,1.0,0,9365.3,11697.200000000004
"AUT MQ, SCE CLAS, CURRY INDIENNE BUTTER CHICKEN, POT, ",2,2.0,0,9084.0,0.0
"AUT MQ, SCE CLAS, PESTO ORANGE, POT, ",1,1.0,0,8746.599999999999,9303.9
"UNC BENS, SCE CLAS, TIKKA MASALA, POT, ",1,1.0,0,8629.800000000001,0.0
"FLORELLI, LEGUMES, MASCARPONE, POT, ",2,2.0,0,8354.2,11897.9
"MQ FAB 1 PRX, PESTO, PESTO VERD, POT, ",1,1.0,0,8345.099999999999,8913.0
"JARDIN BIO, BIO, TOMATE CUISINEE AUX LEGUMES, TUB, ",1,1.0,0,8235.6,2322.5000000000005
"ITALIANS DO IT BETTER, LEGUMES, AUBERGINE, POT, ",2,2.0,0,7952.199999999999,6052.2
"SACLA, BOLO CLASSIQUE, BOLOGNAISE, POT, ",3,3.0,0,7915.9000000000015,11901.400000000001
"DE CECCO, LEGUMES, ARRABIATA, POT, ",3,3.0,0,7810.3,8500.699999999999
"AUT MQ, SCE CLAS, BEURRE CITRON A LA CREME FRAIC, DOY PAC, ",1,1.0,0,7617.8,4300.8
"SACLA, BIO, PESTO TOM SECHE, POT, ",1,1.0,0,7349.9,7109.3
"BJORG, BIO, BOLOGNESE VEGETALE, POT, ",1,1.0,0,7259.9000000000015,13308.6
"SACLA, LEGUMES, TOMATES CERISES EN RONDELLES O, POT, ",1,1.0,0,7256.500000000001,11864.3
"AUT MQ, SCE CLAS, PESTO BLANC, POT, ",1,1.0,0,7122.0999999999985,6564.5999999999985
"AUT MQ, SCE CLAS, PANANG CURRY, DOY PAC, ",1,1.0,0,7006.499999999999,16859.199999999993
"AUT MQ, SCE CLAS, BEURRE BLANC RICHE EN ECHALOTE, DOY PAC, ",1,1.0,0,6902.0999999999985,8713.4
"AUT MQ, LEGUMES, NAPOLITAIN, POT, ",12,9.0,3,6762.000000000002,6920.5
"RIVOIRE & CARRET, BOLO ORIGINALE, BOLOGNAISE LEGUMES, POT, ",1,1.0,0,6480.299999999998,4602.0999999999985
"AUT MQ, BIO, THYM, POT, ",2,2.0,0,6410.799999999999,6459.199999999999
"AUT MQ, SCE CLAS, OSEILLE A LA CREME FRAICHE AU, DOY PAC, ",1,1.0,0,6388.5,7109.799999999998
"FLORELLI, LEGUMES, CEPE, POT, ",1,1.0,0,6366.7,6520.000000000001
"PANZANI, PESTO, PEST BASIL PARM, COUPELLE, ",1,1.0,0,6366.2,0.0
"AUT MQ, LEGUMES, LEG GRILLE, POT, ",3,3.0,0,6307.5,6580.9
"ZAPETTI BUITONI, LEGUMES, RATATOUILLE, BTE FER, ",2,2.0,0,6282.9,9332.3
"AUT MQ, SCE CLAS, PESTO JAUNE, POT, ",1,1.0,0,5941.000000000001,6622.6
"DE CECCO, LEGUMES, NAPOLITAIN, POT, ",2,2.0,0,5852.099999999999,6484.200000000001
"DE CECCO, LEGUMES, SICILIEN, POT, ",2,2.0,0,5762.199999999999,6658.7
"FLORELLI, LEGUMES, AUBER BASI, POT, ",1,1.0,0,5609.1,8311.0
"FLORELLI, PESTO, PESTO ROQUETTE & NOIX, POT, ",1,1.0,0,5536.9000000000015,6110.3
"AUT MQ, BOLO CLASSIQUE, BOLOGNAISE PUR BOEUF, POT, ",1,1.0,0,5485.9,4443.4000000000015
"AUT MQ, LEGUMES, H OLIVE, BTE FER, ",1,1.0,0,5261.7,5334.5
"AUT MQ, CREME, FROMAGE, POT, ",3,3.0,0,5184.099999999999,5726.699999999999
"LOUIS MARTIN, BOLO CLASSIQUE, BOLOGNAISE, POT, ",3,2.0,1,5151.9000000000015,4876.0
"RIVOIRE & CARRET, LEGUMES, TOMATES BASILIC, POT, ",1,1.0,0,5049.5999999999985,2812.7999999999993
"SACLA, PESTO, PESTO ENFER, POT, ",1,1.0,0,5045.1,5308.0999999999985
"SACLA, LEGUMES, AUBER OLIV NR CAJOU, POT, ",1,1.0,0,5007.0,6294.600000000001
"SUZY WAN, SCE CLAS, POULET COCO CURRY, POT, ",1,1.0,0,4995.500000000001,6190.400000000002
"AUT MQ, SCE CLAS, PESTO ALLA LIGURE, POT, ",1,1.0,0,4958.4000000000015,1172.4
"HEINZ, BOLO ORIGINALE, BOLOG CHAMP, POT, ",1,1.0,0,4846.700000000002,1498.0
"ITALIANS DO IT BETTER, SCE CLAS, PESTO ROSSO TOMATES SECHEES AU, POT, ",1,1.0,0,4806.0999999999985,3353.1
"KNORR, LEGUMES, LEGUME, BTE FER, ",1,0.0,1,4775.0,5110.0
"AUT MQ, LEGUMES, SICILIEN, POT, ",4,3.0,1,4767.599999999999,6161.200000000001
"AUT MQ, LEGUMES, LEGUME, POT, ",3,3.0,0,4736.2,2596.2999999999997
"LOUIS MARTIN, LEGUMES, TOMATE CUI, POT, ",1,1.0,0,4702.3,4240.4
"AUT MQ, CREME, FROM POIVR, POT, ",1,1.0,0,4641.0,4585.799999999998
"FLORELLI, LEGUMES, OLIVE, POT, ",1,1.0,0,4626.3,4176.4000000000015
"RIVOIRE & CARRET, BOLO CLASSIQUE, BOLOGNAISE PUR BOEUF, POT, ",1,1.0,0,4556.6,9201.8
"HEINZ, LEGUMES, TOMATO SOFRITO, POT, ",1,1.0,0,4491.8,0.0
"JARDIN BIO, SCE CLAS, CURRY AU LAIT DE COCO, POT, ",1,1.0,0,4481.9000000000015,0.0
"ITALIANS DO IT BETTER, BOLO CLASSIQUE, BOULETTES DE VIANDE, POT, ",1,1.0,0,4442.0,5622.9
"CASERTA, LEGUMES, TOMATE CUI, POT, ",1,1.0,0,4411.000000000001,4393.1
"JARDIN BIO, BIO, DUO D'OLIVES VERTES & NOIRES, POT, ",1,1.0,0,4409.299999999998,0.0
"SACLA, BIO, CEPE, POT, ",1,1.0,0,4355.0,6683.9
"CIRIO, LEGUMES, LEGUME, POT, ",1,1.0,0,4324.7,7145.500000000001
